pH,Temperature,Taste,Odor,Fat_Content,Titratable_Acidity,Protein_Content,Lactose_Content,TPC,SCC,Color,Label
6.65,8.2,1,1,3.19,0.175,3.02,4.38,1719900,382000,1,Medium
6.64,9.8,1,0,3.27,0.169,2.85,4.55,1864900,432200,1,Medium
6.68,9.6,0,1,3.33,0.189,3.15,4.38,1653200,416800,1,Medium
6.69,3.0,1,1,4.22,0.131,3.23,5.05,37200,111500,1,High
6.63,7.6,1,1,3.15,0.169,2.89,4.48,1695300,329200,1,Medium
6.38,19.2,1,0,2.68,0.323,2.43,3.52,2287500,1065100,0,Low
6.68,4.4,1,1,3.38,0.17,3.45,5.04,286100,214600,1,High
6.82,9.5,1,0,3.35,0.167,3.14,4.53,726400,399600,1,Medium
6.73,4.7,1,1,4.69,0.146,3.17,4.79,178100,192900,1,High
6.77,7.9,1,0,3.25,0.16,2.88,4.32,1147700,365500,1,Medium
6.64,9.5,1,0,3.19,0.18,3.02,4.45,585900,446000,1,Medium
6.23,10.2,0,1,2.75,0.189,2.33,3.54,4507500,1008900,0,Low
6.64,8.6,1,1,3.33,0.181,2.92,4.55,1877500,273100,1,Medium
6.5,16.1,1,1,2.88,0.263,2.66,4.02,4052800,836900,0,Low
6.52,13.8,1,1,2.86,0.262,2.49,4.06,4239100,1042000,0,Low
7.03,23.1,1,0,3.05,0.226,2.54,4.27,3257500,772500,0,Low
6.76,2.9,1,1,4.67,0.165,3.15,4.86,16200,182700,1,High
6.63,4.6,1,1,4.22,0.124,3.15,4.83,158100,135300,1,High
6.77,3.2,1,1,4.11,0.165,3.13,4.81,113400,164400,1,High
7.02,15.3,0,1,2.8,0.214,2.92,3.63,7198500,997700,0,Low
6.52,23.4,0,1,2.72,0.324,2.61,3.56,3130700,365200,0,Low
6.69,6.8,1,1,3.34,0.168,3.13,4.5,668500,427100,0,Medium
6.68,7.3,1,0,3.23,0.167,2.93,4.59,1361000,415700,1,Medium
6.77,3.3,1,1,3.52,0.159,3.19,4.88,231100,203200,1,High
6.65,8.8,1,0,3.25,0.18,2.95,4.33,349700,322000,1,Medium
6.75,4.0,1,1,3.83,0.127,3.46,5.13,199200,147800,1,High
6.66,5.3,1,1,3.47,0.12,3.36,4.75,71700,62500,1,High
6.74,3.1,1,1,4.22,0.164,3.26,4.81,113200,233100,1,High
6.64,8.5,1,1,3.22,0.181,3.0,4.43,532100,303500,0,Medium
6.62,3.2,1,1,4.14,0.121,3.26,5.12,174500,73700,1,High
6.79,4.3,1,1,4.5,0.155,3.24,4.64,283300,249100,1,High
6.8,2.6,1,1,3.61,0.134,3.47,4.95,34600,240800,1,High
6.77,5.8,1,1,3.9,0.157,3.23,4.8,116300,147200,1,High
6.8,3.8,1,1,3.87,0.158,3.27,4.95,122000,175000,1,High
6.68,3.4,1,1,3.68,0.159,3.16,4.55,44100,64100,1,High
6.48,10.3,0,0,2.95,0.333,2.71,4.32,7606100,1186000,1,Low
6.96,18.5,1,0,2.06,0.199,2.39,4.38,7829700,856800,1,Low
6.95,22.6,0,1,2.66,0.325,2.87,4.0,4459600,920900,1,Low
6.65,2.3,1,1,4.15,0.157,3.08,4.78,20900,215700,1,High
6.7,5.1,1,1,4.33,0.159,3.31,5.06,104100,154300,1,High
6.56,6.6,1,1,3.11,0.183,3.03,4.57,1287300,399300,1,Medium
6.65,7.3,0,1,3.3,0.166,2.91,4.63,1394400,346000,1,Medium
6.77,6.8,0,1,3.1,0.166,2.99,4.64,1040500,318500,1,Medium
6.7,2.4,1,1,4.1,0.146,3.35,4.6,257700,22900,1,High
6.63,7.0,0,1,3.23,0.166,3.14,4.48,1004400,276700,1,Medium
6.72,4.0,1,1,3.47,0.154,3.29,4.66,153000,246200,1,High
6.79,5.5,1,1,3.5,0.163,3.35,4.78,267400,133800,1,High
6.66,4.7,1,1,3.71,0.132,3.49,4.84,12000,204600,1,High
6.76,4.4,1,1,3.71,0.153,3.07,4.61,27000,131100,1,High
6.98,16.5,0,1,2.24,0.317,2.84,3.55,7957600,599000,0,Low
6.63,5.8,1,1,3.6,0.161,3.29,5.04,123700,123700,1,High
7.07,11.1,1,0,3.08,0.26,2.48,4.33,5956000,349600,0,Low
6.86,19.9,0,1,2.5,0.241,2.83,3.61,7921600,910600,0,Low
6.88,17.6,0,1,2.22,0.267,2.58,3.85,7610600,623100,0,Low
6.63,4.1,1,1,3.71,0.156,3.16,4.99,54500,137400,1,High
7.06,10.7,0,0,3.03,0.29,2.93,4.36,2458500,1020000,1,Low
6.76,3.4,1,1,4.42,0.141,3.19,5.14,235500,234000,1,High
6.69,4.8,1,1,3.72,0.163,3.36,4.75,295700,49400,1,High
6.22,20.8,0,1,2.61,0.266,2.48,4.21,7655900,307100,0,Low
6.65,9.1,1,1,3.19,0.185,3.08,4.38,1301700,377100,1,Medium
6.69,2.6,1,1,3.85,0.162,3.22,5.12,256100,105500,1,High
6.71,2.0,1,1,4.7,0.164,3.25,4.76,284300,120300,1,High
6.64,9.7,1,1,3.2,0.162,3.1,4.45,1853700,398300,0,Medium
6.71,7.0,1,1,3.12,0.183,3.03,4.35,1972600,393500,1,Medium
6.6,8.7,0,1,3.35,0.172,2.86,4.39,1451100,331800,1,Medium
6.74,5.2,1,1,4.78,0.166,3.44,4.7,91300,118000,1,High
7.19,24.3,1,0,2.28,0.251,2.39,3.95,2609900,698600,1,Low
6.72,3.0,1,1,4.42,0.152,3.34,5.2,25500,225200,1,High
6.37,13.4,1,0,2.31,0.185,2.53,4.27,4188500,550800,1,Low
7.04,23.7,1,0,2.77,0.264,2.94,3.74,5681100,1148700,0,Low
7.12,22.2,1,1,2.23,0.264,2.88,3.83,7935900,654900,0,Low
6.76,5.4,1,1,3.94,0.123,3.2,4.96,118000,71300,1,High
6.38,20.9,1,0,3.19,0.276,2.63,3.98,7222400,1070500,0,Low
6.35,19.8,1,1,2.27,0.299,2.35,4.12,6421200,988500,0,Low
6.63,4.8,1,1,4.26,0.159,3.14,5.09,101200,99700,1,High
7.01,15.9,1,0,2.64,0.185,2.63,4.02,4875900,740400,0,Low
6.6,2.3,1,1,3.91,0.165,3.23,4.71,165300,200800,1,High
6.67,3.7,1,1,4.09,0.167,3.34,5.11,139000,166400,1,High
6.96,10.7,0,0,2.73,0.283,2.85,3.87,3677300,718900,0,Low
6.6,7.5,1,1,3.31,0.175,2.88,4.54,984400,396900,1,Medium
6.34,18.2,1,0,2.52,0.27,2.47,3.98,5874300,1157400,0,Low
6.76,6.7,1,1,3.12,0.182,2.86,4.61,1854600,274500,1,Medium
6.72,9.7,1,1,3.26,0.175,3.1,4.52,1013100,255900,1,Medium
6.72,2.7,1,1,4.18,0.135,3.49,5.17,273700,244100,1,High
6.67,7.3,1,1,3.32,0.186,3.05,4.41,1051200,439200,0,Medium
6.48,18.1,0,0,2.88,0.264,2.53,4.04,2006500,396000,0,Low
6.47,24.9,0,0,2.01,0.223,2.94,4.15,6705900,464000,0,Low
6.71,7.4,1,1,3.26,0.172,3.1,4.52,1206100,304300,1,Medium
6.3,22.4,0,1,2.55,0.287,2.9,3.83,4053700,764600,0,Low
6.69,6.0,1,1,3.69,0.166,3.49,4.92,46900,56600,1,High
6.66,5.6,1,1,4.58,0.157,3.38,4.92,186600,191100,1,High
6.78,8.1,1,1,3.08,0.175,2.93,4.6,1103400,276500,1,Medium
6.77,9.5,1,1,3.16,0.179,2.95,4.51,1968600,321300,1,Medium
6.8,9.5,0,1,3.35,0.163,2.91,4.44,637000,382900,1,Medium
6.61,7.5,1,1,3.32,0.171,3.0,4.37,541200,397200,1,Medium
6.72,2.0,1,1,3.87,0.124,3.29,5.05,59000,151300,1,High
6.91,17.9,0,0,2.1,0.215,2.64,3.74,2871800,1056800,0,Low
6.7,2.1,1,1,4.41,0.123,3.3,4.97,183000,136000,1,High
6.62,9.4,1,0,3.29,0.171,3.13,4.35,1031500,416300,1,Medium
6.75,9.2,1,1,3.24,0.178,2.93,4.42,1135600,255400,0,Medium
6.65,9.6,1,1,3.07,0.178,3.08,4.51,1763500,283600,1,Medium
6.83,6.5,0,1,3.33,0.162,2.99,4.3,1606700,255900,1,Medium
6.24,18.6,1,1,2.49,0.186,2.73,4.31,2996300,370600,0,Low
7.03,10.2,1,0,2.3,0.186,2.68,3.63,7777500,754500,0,Low
6.96,12.6,0,0,2.77,0.204,2.37,3.88,7440700,342800,0,Low
6.77,2.2,1,1,3.65,0.131,3.39,5.16,204200,206700,1,High
7.09,14.3,0,0,2.07,0.259,2.8,4.19,5118000,776600,0,Low
6.78,6.4,1,1,3.3,0.167,2.96,4.52,1448300,384500,1,Medium
6.79,3.9,1,1,4.61,0.134,3.36,4.91,143500,64800,1,High
6.54,23.4,1,1,2.62,0.334,2.83,4.22,2158200,1189700,0,Low
6.63,6.8,1,0,3.1,0.182,3.06,4.32,754900,446100,1,Medium
6.74,3.8,1,1,4.67,0.123,3.29,4.99,242300,125800,1,High
6.76,7.4,1,1,3.24,0.188,3.11,4.48,1573300,310800,1,Medium
6.87,21.2,0,0,2.11,0.195,2.33,4.19,6007100,722200,1,Low
6.65,7.4,0,1,3.27,0.164,2.89,4.53,1560200,428600,1,Medium
6.9,18.0,0,1,2.5,0.35,2.38,4.0,5649100,515100,0,Low
6.77,7.8,1,1,3.08,0.17,3.13,4.41,1936300,312900,1,Medium
6.83,8.8,1,0,3.05,0.167,3.06,4.4,1345500,327600,1,Medium
6.78,4.8,1,1,3.35,0.132,3.23,4.88,227200,124500,1,High
6.75,9.0,1,1,3.19,0.177,2.9,4.46,588700,389500,1,Medium
6.69,6.3,0,1,3.14,0.175,3.09,4.65,1987300,339400,1,Medium
6.76,9.8,0,1,3.29,0.163,2.89,4.64,335500,313400,1,Medium
7.01,19.1,1,0,2.95,0.341,2.49,3.72,7838500,693600,0,Low
7.05,21.6,0,0,2.28,0.183,2.76,3.72,6266400,724100,0,Low
6.73,4.5,1,1,3.64,0.129,3.36,4.82,72900,55300,1,High
7.05,18.7,1,0,2.14,0.335,2.6,4.2,2275500,1147100,0,Low
6.78,4.9,1,1,4.37,0.131,3.13,5.04,283600,65800,1,High
6.61,2.5,1,1,3.87,0.142,3.22,4.75,36000,104900,1,High
6.64,2.4,1,1,4.56,0.146,3.15,5.0,293100,143100,1,High
6.72,9.3,0,1,3.36,0.174,3.01,4.34,849700,323600,1,Medium
6.99,15.9,0,0,2.42,0.257,2.34,4.15,4760800,337400,1,Low
6.8,4.1,1,1,3.67,0.125,3.27,5.04,165900,140600,1,High
6.72,7.2,1,1,3.14,0.177,3.05,4.62,1859000,336200,0,Medium
6.64,5.7,1,1,4.73,0.168,3.45,4.63,14100,99200,1,High
6.58,9.9,1,1,3.09,0.189,2.85,4.54,884300,258500,1,Medium
7.1,19.7,1,0,2.42,0.338,2.57,3.78,3785900,1127000,0,Low
6.6,7.4,1,0,3.06,0.182,3.04,4.31,1809700,379900,1,Medium
6.54,22.5,0,1,2.11,0.325,2.69,4.37,4005000,974600,1,Low
6.61,5.2,1,1,4.57,0.164,3.07,4.59,248800,177100,1,High
6.78,4.6,1,1,4.68,0.125,3.22,5.09,89800,231400,1,High
6.64,9.7,1,1,3.14,0.172,2.92,4.47,384500,338500,1,Medium
6.57,6.5,1,1,3.31,0.172,3.01,4.44,1983900,385400,0,Medium
6.73,3.0,1,1,4.51,0.166,3.19,4.57,10600,187600,1,High
7.11,12.9,1,1,2.36,0.249,2.57,4.12,6676500,1172500,0,Low
6.7,5.1,1,1,3.35,0.144,3.36,4.72,50800,216100,1,High
6.35,23.0,0,1,2.35,0.214,2.86,4.37,6998200,636400,0,Low
6.79,7.4,0,1,3.16,0.161,3.0,4.57,974700,256900,1,Medium
6.77,3.6,1,1,4.14,0.125,3.43,4.76,282500,38100,1,High
6.75,3.9,1,1,4.75,0.164,3.07,4.7,257600,236200,1,High
6.83,7.1,0,1,3.11,0.181,3.14,4.57,1535700,427200,1,Medium
6.79,2.9,1,1,3.88,0.158,3.2,4.55,299900,164600,1,High
6.77,4.1,1,1,4.54,0.167,3.08,4.8,194300,180500,1,High
6.87,22.6,0,0,2.73,0.27,2.55,3.59,2115100,656100,0,Low
6.72,2.6,1,1,3.38,0.17,3.27,5.1,98100,92400,1,High
6.65,8.7,1,1,3.23,0.17,2.92,4.36,1077600,286600,1,Medium
7.18,11.4,0,0,2.33,0.33,2.45,3.99,7631000,1174600,0,Low
6.95,17.5,1,0,2.59,0.319,2.86,3.54,6067400,756000,0,Low
6.73,7.3,0,1,3.06,0.166,2.93,4.49,536100,326600,1,Medium
6.92,14.9,0,0,2.3,0.314,2.91,3.95,5358400,778700,0,Low
6.74,9.1,1,0,3.1,0.189,3.05,4.64,1087000,401800,1,Medium
6.27,13.7,0,1,2.34,0.222,2.93,3.66,3910800,1011100,0,Low
7.02,14.4,0,0,3.11,0.185,2.78,4.01,3063400,816300,0,Low
6.83,7.7,1,0,3.11,0.173,3.09,4.48,920600,433400,1,Medium
6.67,9.6,1,1,3.34,0.161,2.89,4.62,329800,383000,1,Medium
7.2,16.1,0,0,2.25,0.32,2.59,3.82,5397200,503800,0,Low
6.95,10.4,1,1,2.35,0.18,2.82,4.24,7631500,820900,0,Low
6.78,8.7,1,0,3.22,0.189,3.1,4.33,300300,369100,1,Medium
6.91,13.0,0,0,2.37,0.262,2.5,3.61,2916100,687500,0,Low
6.75,3.2,1,1,4.79,0.151,3.05,4.69,253300,111500,1,High
6.7,5.5,1,1,3.52,0.143,3.15,4.67,200300,235800,1,High
6.64,2.9,1,1,3.89,0.138,3.36,5.01,16700,181200,1,High
6.49,15.1,1,1,2.89,0.311,2.53,3.99,5355700,1091700,0,Low
6.66,8.8,0,1,3.13,0.161,2.97,4.38,1833900,283600,1,Medium
6.77,3.3,1,1,3.87,0.165,3.1,4.69,231500,198900,1,High
6.74,9.3,0,1,3.19,0.177,2.9,4.62,984900,300400,1,Medium
6.43,10.2,0,1,2.44,0.348,2.69,4.17,6389900,1012500,0,Low
7.02,18.4,0,0,2.81,0.229,2.81,3.77,2961000,749300,1,Low
6.87,11.8,0,0,3.14,0.293,2.74,4.0,5286600,814900,0,Low
6.78,8.7,0,1,3.26,0.168,2.88,4.5,1157400,427600,1,Medium
6.62,8.4,1,1,3.05,0.162,2.96,4.48,1279500,397700,1,Medium
6.66,2.8,1,1,3.34,0.153,3.45,4.86,15300,169000,1,High
6.79,5.2,1,1,3.38,0.124,3.13,5.01,158700,90500,1,High
6.77,5.1,1,1,3.46,0.128,3.29,5.1,297700,231600,1,High
6.91,18.6,1,0,2.39,0.341,2.45,4.0,5271100,959900,0,Low
6.59,7.3,1,0,3.38,0.162,2.94,4.64,1082600,340700,1,Medium
6.72,9.0,1,1,3.36,0.184,3.13,4.65,989500,425300,1,Medium
6.51,18.2,1,1,2.68,0.334,2.87,3.75,3132900,808300,0,Low
6.79,2.7,1,1,4.05,0.132,3.35,5.15,202400,145600,1,High
6.76,9.9,0,1,3.32,0.176,2.87,4.5,458500,299000,1,Medium
6.65,5.0,1,1,3.81,0.146,3.41,4.99,39200,65300,1,High
7.0,12.8,0,0,2.26,0.234,2.59,4.37,3382900,376900,0,Low
6.71,6.5,1,1,3.37,0.189,3.13,4.32,874100,280300,1,Medium
7.13,15.1,0,0,2.48,0.265,2.38,4.05,3076100,866400,0,Low
6.75,9.6,0,1,3.35,0.179,2.86,4.36,644100,383600,1,Medium
6.94,19.6,1,0,2.2,0.266,2.62,3.51,5544500,834900,0,Low
6.92,10.3,0,1,2.11,0.183,2.61,3.84,4308500,652100,0,Low
6.73,2.6,1,1,4.44,0.126,3.27,4.57,142500,134400,1,High
7.15,10.6,0,0,2.2,0.328,2.52,4.31,7890000,1015900,1,Low
6.98,19.7,1,0,2.55,0.193,2.7,4.2,2688800,453200,0,Low
6.89,12.7,0,1,2.84,0.197,2.75,3.55,5148000,565500,1,Low
6.67,3.2,1,1,3.82,0.147,3.33,5.17,192900,73400,1,High
6.61,6.2,0,1,3.1,0.185,3.08,4.59,1585400,404300,1,Medium
6.7,9.6,0,1,3.17,0.182,2.86,4.47,1960600,278700,1,Medium
6.52,17.1,0,0,2.95,0.306,2.76,3.77,6950300,705100,1,Low
6.24,19.3,1,1,2.21,0.237,2.3,4.02,5202800,682600,0,Low
6.93,19.5,0,0,2.48,0.213,2.65,3.53,2948200,1008400,0,Low
6.57,6.1,1,1,3.12,0.176,3.0,4.33,457300,347600,1,Medium
6.6,8.6,1,1,3.26,0.162,3.0,4.47,629400,255600,1,Medium
7.05,22.8,0,1,2.53,0.267,2.7,4.24,2264600,750100,0,Low
6.56,9.2,0,1,3.16,0.161,2.87,4.43,1610800,339600,1,Medium
6.8,7.9,1,1,3.18,0.183,3.07,4.42,1280500,264400,1,Medium
6.65,5.1,1,1,3.36,0.147,3.42,4.55,55000,197500,1,High
6.57,9.6,1,1,3.21,0.18,2.98,4.51,1633000,284700,0,Medium
6.69,3.6,1,1,4.59,0.165,3.39,4.69,244400,170200,1,High
6.6,5.0,1,1,3.52,0.141,3.35,5.0,122300,210800,1,High
6.8,7.9,1,1,3.31,0.185,3.05,4.53,1674700,276400,1,Medium
6.65,5.6,1,1,4.39,0.148,3.23,4.74,172000,56900,1,High
6.56,7.4,1,0,3.34,0.184,3.09,4.36,1914900,372000,1,Medium
6.47,18.9,1,0,2.35,0.219,2.66,3.78,2982500,906500,0,Low
7.04,16.0,0,1,2.5,0.319,2.86,4.38,4439300,316400,1,Low
6.39,10.3,0,1,2.74,0.287,2.79,4.25,2409300,1089300,0,Low
6.74,2.3,1,1,4.14,0.168,3.41,4.81,289900,103600,1,High
6.84,8.9,1,0,3.26,0.17,3.01,4.6,1406800,403400,1,Medium
6.41,24.2,1,0,2.75,0.254,2.3,3.76,5743400,772100,0,Low
6.63,5.8,1,1,4.44,0.125,3.09,4.59,242900,162500,1,High
6.56,8.1,1,1,3.1,0.186,3.09,4.49,1654000,437800,1,Medium
6.74,9.6,1,0,3.17,0.173,3.04,4.37,1207700,430300,1,Medium
7.18,19.2,0,0,2.4,0.3,2.94,3.88,2791900,503600,1,Low
6.65,9.4,1,1,3.22,0.179,3.13,4.62,1077600,379400,1,Medium
6.95,23.2,0,1,2.73,0.287,2.47,4.26,3898300,757900,0,Low
6.8,3.6,1,1,4.06,0.153,3.16,4.89,101100,110700,1,High
6.83,7.7,1,1,3.35,0.163,2.94,4.61,1242600,307700,1,Medium
6.61,2.9,1,1,4.13,0.154,3.14,4.74,189700,204300,1,High
6.74,5.0,1,1,4.77,0.163,3.48,5.18,231500,225800,1,High
6.64,3.3,1,1,4.26,0.135,3.34,5.19,179900,142000,1,High
6.72,4.2,1,1,3.77,0.156,3.14,5.17,61800,243000,1,High
6.64,3.4,1,1,3.65,0.161,3.48,5.0,50100,67900,1,High
6.71,3.2,1,1,3.73,0.132,3.39,4.86,97900,165400,1,High
6.26,22.2,0,0,2.95,0.286,2.94,4.22,6958300,513700,1,Low
6.8,8.3,0,1,3.08,0.169,3.04,4.55,632200,269900,1,Medium
6.7,3.5,1,1,3.94,0.151,3.29,5.09,232600,88400,1,High
6.67,3.9,1,1,3.99,0.131,3.46,4.98,148600,186200,1,High
6.26,15.0,1,1,2.3,0.184,2.39,4.36,7595800,504400,0,Low
6.69,4.4,1,1,4.23,0.163,3.13,4.83,299000,53600,1,High
6.44,22.1,0,1,2.01,0.249,2.8,3.82,4043900,939500,0,Low
6.92,12.5,0,0,2.47,0.316,2.61,4.18,6788400,481900,0,Low
6.76,5.6,1,1,4.78,0.163,3.29,5.05,44600,51200,1,High
7.19,14.9,1,0,2.95,0.291,2.89,4.19,3200100,475000,0,Low
6.74,6.0,1,1,4.74,0.128,3.17,5.08,167200,168900,1,High
6.86,20.9,0,0,2.0,0.233,2.46,4.16,7125300,718800,0,Low
7.14,19.1,0,0,2.57,0.237,2.83,3.94,6855200,667900,0,Low
6.67,7.0,0,1,3.1,0.181,3.08,4.65,1918000,290500,1,Medium
6.69,7.3,1,1,3.09,0.177,3.15,4.57,518100,268800,1,Medium
6.48,19.4,0,0,2.8,0.206,2.65,3.79,5218400,1188700,0,Low
6.78,3.4,1,1,4.75,0.168,3.28,4.82,15300,237600,1,High
6.71,9.8,1,1,3.3,0.187,2.92,4.32,1886500,346700,1,Medium
6.26,20.2,1,0,3.1,0.266,2.72,4.21,4393700,428900,1,Low
6.68,7.5,0,1,3.22,0.169,2.86,4.32,1833100,342000,1,Medium
6.83,6.2,1,1,3.28,0.162,3.07,4.64,881400,372200,0,Medium
6.62,9.3,1,1,3.1,0.174,2.96,4.41,1460700,305600,1,Medium
6.74,4.1,1,1,4.61,0.127,3.15,4.96,220400,133000,1,High
6.53,17.3,0,0,2.82,0.308,2.94,3.71,4455400,647900,0,Low
6.56,9.1,1,1,3.33,0.19,2.89,4.35,746000,311600,1,Medium
6.53,21.6,0,0,2.13,0.307,2.82,3.89,5098600,1077900,0,Low
6.42,16.6,0,0,2.3,0.212,2.89,4.19,5265200,689600,1,Low
6.29,15.3,0,0,2.63,0.208,2.62,4.31,6824800,964800,0,Low
6.75,8.8,1,0,3.3,0.19,3.14,4.55,1715700,352900,1,Medium
6.59,6.3,1,1,3.07,0.182,3.02,4.62,756500,295200,1,Medium
6.3,14.6,0,0,2.62,0.22,2.93,3.85,5743200,899100,0,Low
6.6,5.3,1,1,3.36,0.12,3.22,4.97,280700,95500,1,High
7.06,19.3,0,0,2.12,0.206,2.89,4.27,6768900,513900,0,Low
6.41,20.5,0,0,3.03,0.279,2.35,4.08,3350600,655300,1,Low
6.77,2.9,1,1,3.35,0.137,3.1,5.17,254600,144700,1,High
6.65,6.9,1,1,3.14,0.184,2.98,4.54,1792800,383600,1,Medium
6.86,17.6,0,0,3.03,0.331,2.57,4.25,6718300,848500,0,Low
6.37,21.2,0,0,2.5,0.35,2.61,4.15,4372300,360500,0,Low
7.14,15.0,1,0,2.24,0.277,2.32,4.28,3401500,886200,0,Low
6.7,5.1,1,1,3.54,0.147,3.46,4.99,234400,207700,1,High
7.18,18.5,0,1,2.79,0.286,2.93,4.29,7791700,573800,0,Low
6.75,7.8,1,0,3.27,0.176,3.01,4.56,867400,342400,1,Medium
6.71,4.6,1,1,4.18,0.17,3.41,4.64,223000,127100,1,High
7.1,22.2,0,0,3.01,0.278,2.9,3.82,5500800,1029800,1,Low
7.18,13.3,0,1,2.04,0.254,2.48,4.19,7779000,445300,0,Low
6.62,2.6,1,1,4.22,0.134,3.2,4.99,98300,52800,1,High
7.11,13.4,0,0,2.59,0.191,2.65,4.23,2156700,1133500,0,Low
6.74,4.3,1,1,3.36,0.134,3.28,4.97,106600,186100,1,High
6.76,2.5,1,1,4.36,0.124,3.18,4.89,71500,178600,1,High
6.71,2.6,1,1,4.23,0.154,3.44,5.15,51500,224100,1,High
6.43,18.8,1,0,2.52,0.294,2.3,4.26,3561900,808000,1,Low
6.88,13.6,1,1,2.64,0.194,2.73,3.6,4170100,731400,0,Low
6.62,3.8,1,1,4.65,0.142,3.39,4.59,107300,237400,1,High
6.62,4.2,1,1,4.16,0.159,3.4,4.89,44100,24200,1,High
6.8,5.0,1,1,4.01,0.164,3.39,5.06,110400,47100,1,High
6.75,10.0,1,1,3.21,0.186,3.0,4.6,1692200,345600,1,Medium
6.67,4.4,1,1,4.26,0.156,3.37,4.76,249500,154200,1,High
6.68,3.4,1,1,3.96,0.155,3.27,4.93,121700,199700,1,High
6.71,6.1,1,1,3.35,0.18,2.96,4.35,900300,378300,0,Medium
6.41,20.3,0,0,2.91,0.188,2.91,4.29,4999400,728500,0,Low
7.06,22.9,0,0,2.7,0.287,2.63,3.98,6445500,463800,0,Low
6.65,6.8,0,1,3.39,0.174,3.0,4.39,1627600,360200,1,Medium
7.03,24.9,0,0,2.3,0.208,2.68,4.16,4606800,957100,1,Low
6.7,3.4,1,1,3.48,0.144,3.49,5.05,212900,150100,1,High
6.48,13.2,1,0,2.24,0.21,2.64,3.83,2882400,601100,0,Low
7.18,18.4,0,0,2.76,0.277,2.86,4.18,6527900,757300,0,Low
6.66,9.8,0,1,3.24,0.171,3.03,4.52,487000,301600,1,Medium
6.5,22.3,1,0,2.46,0.288,2.77,3.69,7572200,784500,0,Low
6.73,5.8,1,1,3.55,0.158,3.27,4.9,89700,106900,1,High
6.66,4.3,1,1,4.16,0.126,3.34,5.0,52800,178100,1,High
6.77,4.6,1,1,4.66,0.136,3.18,5.18,84800,72200,1,High
6.81,6.4,1,1,3.38,0.184,3.15,4.5,927400,399300,0,Medium
6.73,8.2,1,1,3.23,0.18,3.05,4.47,594000,259000,1,Medium
6.71,9.7,0,1,3.09,0.17,3.1,4.45,1588400,270100,1,Medium
6.79,8.3,1,1,3.38,0.177,2.92,4.35,1211400,304400,1,Medium
6.72,2.9,1,1,3.99,0.168,3.43,4.97,100600,48100,1,High
6.63,5.2,1,1,3.5,0.149,3.17,4.96,132900,65300,1,High
6.79,3.1,1,1,4.32,0.13,3.1,5.0,28900,80400,1,High
6.68,3.8,1,1,3.73,0.127,3.25,4.72,99900,203200,1,High
6.53,12.3,1,0,2.31,0.191,2.61,4.04,4756200,468900,0,Low
7.04,21.2,0,1,2.19,0.25,2.59,3.8,5465200,514900,1,Low
6.63,9.0,1,1,3.23,0.161,3.04,4.61,1767200,418500,0,Medium
7.0,18.8,0,0,2.05,0.202,2.93,3.78,3921000,1005700,0,Low
6.57,8.6,0,1,3.09,0.176,3.09,4.5,1195800,346100,1,Medium
6.67,2.5,1,1,3.45,0.124,3.26,4.58,51300,225300,1,High
6.71,3.0,1,1,3.77,0.169,3.13,4.87,180300,216100,1,High
6.27,13.2,0,1,2.88,0.332,2.93,4.08,6870400,403200,0,Low
6.78,7.9,1,1,3.32,0.161,3.02,4.61,643800,255900,0,Medium
6.31,15.7,0,0,2.07,0.237,2.67,3.63,5704500,924000,0,Low
6.65,9.5,1,0,3.38,0.174,3.09,4.62,1929000,335400,1,Medium
6.71,5.6,1,1,3.72,0.137,3.14,4.73,216200,92500,1,High
6.6,2.3,1,1,3.83,0.133,3.3,4.62,105200,242500,1,High
6.66,8.3,1,1,3.16,0.171,2.88,4.41,1663800,299600,1,Medium
6.69,9.1,0,1,3.23,0.183,2.88,4.46,1368800,259000,1,Medium
6.91,21.4,0,1,3.03,0.345,2.72,4.37,2030800,593500,0,Low
6.76,4.3,1,1,4.67,0.13,3.42,4.84,163700,74000,1,High
6.62,3.4,1,1,3.54,0.164,3.31,5.14,34200,173700,1,High
6.33,17.4,1,1,2.19,0.345,2.62,3.86,5744100,1142100,0,Low
7.14,22.8,0,1,3.12,0.224,2.91,3.99,3967200,989700,0,Low
6.33,16.1,1,0,2.83,0.238,2.43,4.03,4321400,1134400,0,Low
6.34,17.7,1,0,2.68,0.188,2.81,3.66,4475800,692900,1,Low
6.69,7.0,1,1,3.2,0.173,2.99,4.4,1449000,273800,1,Medium
6.66,8.4,1,1,3.21,0.173,3.15,4.44,1680600,290400,0,Medium
6.71,3.1,1,1,3.57,0.146,3.05,4.88,111800,246700,1,High
6.8,6.7,1,1,3.17,0.184,2.9,4.61,1169100,347000,0,Medium
6.37,19.5,0,1,3.17,0.248,2.49,4.2,2300200,987400,0,Low
7.03,16.9,0,1,2.89,0.239,2.88,3.96,4733000,1087600,0,Low
6.79,3.4,1,1,4.03,0.147,3.48,4.65,168100,217500,1,High
6.58,7.8,1,1,3.28,0.185,2.95,4.45,1031900,400400,1,Medium
6.56,9.4,1,1,3.08,0.182,3.05,4.47,891100,387800,0,Medium
6.75,7.1,1,0,3.33,0.188,2.96,4.49,1886500,435800,1,Medium
6.95,14.8,0,1,2.33,0.191,2.51,4.01,2466100,964000,0,Low
6.66,8.7,0,1,3.26,0.18,3.06,4.31,905800,348400,1,Medium
